RDMD_ID,Region,"Household ID","H5 - Reported incident to authority","I4 - Type of construction materials of the floor","I7 - Presence electricity in the building/house"
15202," 3",540100801300002608003," ",1,1
15203," 3",540100801300000520052," ",1,1
15204," 3",540100801300000398007," ",1,1
15205," 3",540100801300000908001," ",1,1
15206," 3",540100801300002038005," ",1,1
15207," 3",540100801300000190019," ",1,1
15208," 3",540100801300001668006," ",1,1
15209," 3",540100801300000710071," ",1,1
15210," 3",540100801300002418004," ",1,1
15211," 3",540100801300001288002," ",1,1
15212," 3",540100801300001470147," ",1,1
15213," 3",540100801000001598004," ",1,1
15214," 3",540100801000000908002," ",1,1
15215," 3",540100801000000178001," ",1,1
15216," 3",540100801000000640064," ",1,2
15217," 3",540100801000001138003," ",1,1
15218," 3",540100801000000390039," ",1,1
15219," 3",540100801000000420042," ",1,1
15220," 3",540100801000001820182," ",1,1
15221," 3",540100801000002058005," ",1,1
15222," 3",540100701600101968001," ",1,1
15223," 3",540100701600101508002," ",1,1
15224," 3",540100701600100330036," ",1,1
15225," 3",540100701600100100010," ",1,1
15226," 3",540100701600101048003," ",1,1
15227," 3",540100701600101270136," ",1,1
15228," 3",540100701600100570062," ",1,1
15229," 3",540100701600101730182," ",1,1
15230," 3",540100701600100818004," ",1,1
15231," 3",540100701500804888009," ",1,1
15232," 3",540100701500803440344," ",1,1
15233," 3",540100701500802488005," ",1,1
15234," 3",540100701500802240228," ",1,1
15235," 3",540100701500800548003," ",1,1
15236," 3",540100701500801510156," ",1,1
15237," 3",540100701500803688006," ",1,1
15238," 3",540100701500800138008," ",1,1
15239," 3",540100701500800028001," ",1,1
15240," 3",540100701500800790083," ",1,1
15241," 3",540100701500802960298," ",1,1
15242," 3",540100701500801038004," ",1,1
15243," 3",540100701500804160402," ",1,1
15244," 3",540100701500803200320," ",1,1
15245," 3",540100701500801990204," ",1,1
15246," 3",540100701500804408007," ",1,1
15247," 3",540100701500800288002," ",1,1
15248," 3",540100701500800400045," ",1,1
15249," 3",540100701500803920384," ",1,1
15250," 3",540100701500801750180," ",1,1
15251," 3",540100701500804640434," ",1,1
15252," 3",540100700200003678002," ",1,1
15253," 3",540100700200000578004," ",1,1
15254," 3",540100700200000340034," ",1,1
15255," 3",540100700200000098003," ",1,1
15256," 3",540100700200001248007," ",1,1
15257," 3",540100700200001688009," ",1,1
15258," 3",540100700200002138011," ",1,1
15259," 3",540100700200000798005," ",1,1
15260," 3",540100700200003010301," ",1,1
15261," 3",540100700200002350235," ",1,1
15262," 3",540100700200001918010," ",1,1
15263," 3",540100700200003458001," ",1,1
15264," 3",540100700200000260026," ",1,1
15265," 3",540100700200002790279," ",1,1
15266," 3",540100700200001460800," ",1,1
15267," 3",540100700200001028006," ",1,1
15268," 3",540100700200003230323," ",1,1
15269," 3",540100400800100180017," ",1,1
15270," 3",540100400800100630058," ",1,1
15271," 3",540100400800102720263," ",1,1
15272," 3",540100400800101470139," ",1,1
15273," 3",540100400800101050099," ",5,1
15274," 3",540100400800100418001," ",1,1
15275," 3",540100400800100520048," ",1,1
15276," 3",540100400800101260118," ",1,1
15277," 3",540100400800102090201," ",1,1
15278," 3",540100400800101680160," ",1,1
15279," 3",540100400800101888002," ",1,1
15280," 3",540100400800102510242," ",1,1
15281," 3",540100400800103140304," ",1,1
15282," 3",540100400800100840078," ",1,1
15283," 3",540100400800102930283," ",1,1
15284," 3",540100400700501480145," ",1,1
15285," 3",540100400700500980096," ",1,1
15286," 3",540100400700502730267," ",1,1
15287," 3",540100400700501980193," ",1,1
15288," 3",540100400700501230121," ",1,1
15289," 3",540100400700500180018," ",5,1
15290," 3",540100400700500460044," ",1,1
15291," 3",540100400700502230217," ",1,1
15292," 3",540100400700502480242," ",1,1
15293," 3",540100400700500730071," ",1,1
15294," 3",540100400700500190019," ",1,2
15295," 3",540100400500200250025," ",1,1
15296," 3",540100400500200020002," ",1,1
15297," 3",540100400500201130112," ",1,1
15298," 3",540100400500200710070," ",1,1
15299," 3",540100400500201340133," ",1,1
15300," 3",540100400500200450045," ",1,1
15301," 3",540100400500200920091," ",1,1
15302," 3",540100303600901038004," ",1,1
15303," 3",540100303600900628003," ",1,1
15304," 3",540100303600901438007," ",1,1
15305," 3",540100303600900208001," ",1,1
15306," 3",540100303600900188005," ",1,1
15307," 3",540100303600901238006," ",1,1
15308," 3",540100303600900418002," ",1,1
15309," 3",540100303600901638008," ",1,1
15310," 3",540100302300200108002," ",1,1
15311," 3",540100302300201048006," ",1,1
15312," 3",540100302300200588004," ",1,1
15313," 3",540100302300203110292," ",5,1
15314," 3",540100302300201500138," ",1,1
15315," 3",540100302300202420223," ",1,1
15316," 3",540100302300200348003," ",1,1
15317," 3",540100302300200818005," ",1,1
15318," 3",540100302300202650246," ",1,1
15319," 3",540100302300201968007," ",1,1
15320," 3",540100302300202880269," ",5,1
15321," 3",540100302300202198008," ",1,1
15322," 3",540100302300201278001," ",1,1
15323," 3",540100201500400280028," ",1,1
15324," 3",540100201500401038002," ",1,1
15325," 3",540100201500400020002," ",5,1
15326," 3",540100201500400520050," ",1,1
15327," 3",540100201500401270121," ",1,1
15328," 3",540100201500404400422," ",1,1
15329," 3",540100201500404160398," ",1,1
15330," 3",540100201500402958003," ",1,1
15331," 3",540100201500404888008," ",1,1
15332," 3",540100201500403430326," ",1,1
15333," 3",540100201500401510145," ",1,1
15334," 3",540100201500402710261," ",1,1
15335," 3",540100201500403198005," ",1,1
15336," 3",540100201500400808001," ",1,1
15337," 3",540100201500401750169," ",1,1
15338," 3",540100201500403198004," ",1,1
15339," 3",540100201500400550053," ",1,1
15340," 3",540100201500403920374," ",1,1
15341," 3",540100201500402470237," ",1,1
15342," 3",540100201500404648007," ",1,1
15343," 3",540100201500403688006," ",1,2
15344," 3",540100201500402230214," ",1,1
15345," 3",540100201400401168002," ",1,1
15346," 3",540100201400400948001," ",1,1
15347," 3",540100201400400720061," ",1,1
15348," 3",540100201400400730062," ",1,1
15349," 3",540100201400400248003," ",1,1
15350," 3",493201200000001730166," ",1,1
15351," 3",493201200000001588001," ",1,1
15352," 3",493201200000002180212," ",1,1
15353," 3",493201200000001880181," ",1,1
15354," 3",493201200000000830079," ",1,1
15355," 3",493201200000001430137," ",1,1
15356," 3",493201200000001280122," ",1,1
15357," 3",493201200000002030197," ",1,1
15358," 3",493201200000000230023," ",1,1
15359," 3",493201200000000980093," ",1,1
15360," 3",493201200000001130108," ",1,1
15361," 3",493201200000000680064," ",1,1
15362," 3",493201200000000530051," ",1,1
15363," 3",493201200000002630259," ",1,1
15364," 3",493201200000002480243," ",1,1
15365," 3",493201200000002780274," ",1,1
15366," 3",493201200000000080008," ",1,1
15367," 3",493201200000000380038," ",1,1
15368," 3",493201200000002330227," ",1,1
15369," 3",493200400400101410164," ",1,1
15370," 3",493200400400100850091," ",1,1
15371," 3",493200400400100240024," ",1,1
15372," 3",493200400400101270148," ",1,1
15373," 3",493200400400101550186," ",1,1
15374," 3",493200400400101550187," ",1,1
15375," 3",493200400400101690200," ",1,1
15376," 3",493200400400100710077," ",1,1
15377," 3",493200400400100010001," ",1,1
15378," 3",493200400400100850092," ",1,1
15379," 3",493200400400100850093," ",1,1
15380," 3",493200400400100990113," ",1,1
15381," 3",493200400400100100010," ",1,1
15382," 3",493200400400101130128," ",1,1
15383," 3",493102500000000440041," ",5,1
15384," 3",493102500000002000187," ",5,1
15385," 3",493102500000000830078," ",5,1
15386," 3",493102500000001350126," ",1,1
15387," 3",493102500000001610151," ",1,1
15388," 3",493102500000000570054," ",1,1
15389," 3",493102500000002130198," ",5,1
15390," 3",493102500000001740162," ",1,1
15391," 3",493102500000000180017," ",1,1
15392," 3",493102500000000960091," ",1,1
15393," 3",493102500000002260209," ",5,1
15394," 3",493102500000001220114," ",1,1
15395," 3",493102500000001870174," ",5,1
15396," 3",493102500000000310028," ",1,1
15397," 3",493102500000001090103," ",1,1
15398," 3",493102500000000700065," ",5,1
15399," 3",493102100000000120012," ",1,1
15400," 3",493102100000000250026," ",1,1
15401," 3",493102100000000380037," ",5,1
15402," 3",493102100000000120013," ",5,1
15403," 3",492803600200000290030," ",1,1
15404," 3",492803600200000590060," ",1,1
15405," 3",492803600200001850186," ",1,1
15406," 3",492803600200002130214," ",1,1
15407," 3",492803600200001010102," ",1,1
15408," 3",492803600200000030003," ",1,1
15409," 3",492803600200001710172," ",1,1
15410," 3",492803600200002410242," ",1,1
15411," 3",492803600200002690270," ",1,1
15412," 3",492803600200000310032," ",1,1
15413," 3",492803600200000730074," ",5,1
15414," 3",492803600200001990200," ",1,1
15415," 3",492803600200001430144," ",1,1
15416," 3",492803600200002270228," ",1,1
15417," 3",492803600200000450046," ",1,1
15418," 3",492803600200001290130," ",1,1
15419," 3",492803600200000170018," ",1,1
15420," 3",492803600200001570158," ",1,1
15421," 3",492803600200002550256," ",1,1
15422," 3",492803600200000870088," ",1,1
15423," 3",492701400200002160193," ",1,1
15424," 3",492701400200001970174," ",1,1
15425," 3",492701400200003870359," ",1,1
15426," 3",492701400200003490323," ",1,1
15427," 3",492701400200001210103," ",1,1
15428," 3",492701400200000260025," ",1,1
15429," 3",492701400200002730250," ",1,1
15430," 3",492701400200003110285," ",1,1
15431," 3",492701400200002540231," ",1,1
15432," 3",492701400200001590136," ",1,1
15433," 3",492701400200001020090," ",1,1
15434," 3",492701400200003300305," ",1,1
15435," 3",492701400200000250024," ",1,1
15436," 3",492701400200003680341," ",1,1
15437," 3",492701400200004250397," ",1,1
15438," 3",492701400200004440415," ",1,1
15439," 3",492701400200002350212," ",1,1
15440," 3",492701400200004060378," ",1,1
15441," 3",492701400200000070006," ",1,1
15442," 3",492701400200000640052," ",1,1
15443," 3",492701400200000830072," ",1,1
15444," 3",492701400200002920267," ",1,1
15445," 3",492701400200001780155," ",1,1
15446," 3",492600600300001020105," ",1,1
15447," 3",492600600300001160119," ",1,1
15448," 3",492600600300000460053," ",1,1
15449," 3",492600600300000320037," ",1,1
15450," 3",492600600300000180024," ",1,1
15451," 3",492600600300000260031," ",1,1
15452," 3",492600600300000600068," ",1,1
15453," 3",492600600300000748001," ",1,1
15454," 3",492600400100001460139," ",1,1
15455," 3",492600400100001650158," ",1,1
15456," 3",492600400100002230212," ",1,1
15457," 3",492600400100000130012," ",5,1
15458," 3",492600400100002420230," ",1,1
15459," 3",492600400100001080102," ",1,1
15460," 3",492600400100002040194," ",1,1
15461," 3",492600400100000890083," ",5,2
15462," 3",492600400100001270121," ",1,1
15463," 3",492600400100001840176," ",1,1
15464," 3",492600400100000700064," ",1,1
15465," 3",492600400100003370322," ",1,1
15466," 3",492600400100002610248," ",1,1
15467," 3",492600400100000510046," ",1,1
15468," 3",492600400100002800265," ",1,1
15469," 3",492600400100003180303," ",1,1
15470," 3",492600400100000320029," ",1,1
15471," 3",492600400100002990284," ",1,1
15472," 3",492401500400000090008," ",1,1
15473," 3",492401500400002940280," ",1,1
15474," 3",492401500400000660063," ",1,1
15475," 3",492401500400002750262," ",1,1
15476," 3",492401500400001800174," ",1,1
15477," 3",492401500400001610156," ",1,1
15478," 3",492401500400002370226," ",1,1
15479," 3",492401500400002560243," ",1,1
15480," 3",492401500400002180208," ",1,1
15481," 3",492401500400001040099," ",1,1
15482," 3",492401500400000280027," ",1,1
15483," 3",492401500400001420137," ",1,1
15484," 3",492401500400001230118," ",1,1
15485," 3",492401500400001990191," ",1,1
15486," 3",492401500400000470044," ",1,1
15487," 3",492001600100002500235," ",1,1
15488," 3",492001600100000300028," ",1,1
15489," 3",492001600100000500047," ",1,1
15490," 3",492001600100000700066," ",1,1
15491," 3",492001600100002300215," ",1,1
15492," 3",492001600100001100101," ",1,1
15493," 3",492001600100000100009," ",1,1
15494," 3",492001600100000110010," ",1,1
15495," 3",492001600100001900179," ",1,1
15496," 3",492001600100001500140," ",1,1
15497," 3",492001600100000900083," ",1,1
15498," 3",492001600100001700159," ",1,1
15499," 3",492001600100001300120," ",1,1
15500," 3",491900700000001558002," ",1,1
15501," 3",491900700000001170111," ",1,1
15502," 3",491900700000000790074," ",5,1
15503," 3",491900700000000980092," ",1,1
15504," 3",491900700000000030003," ",5,1
15505," 3",491900700000000410037," ",1,1
15506," 3",491900700000000600055," ",5,1
15507," 3",491900700000000228001," ",1,1
15508," 3",491900300100000440038," ",1,1
15509," 3",491900300100001780151," ",1,1
15510," 3",491900300100000290027," ",1,1
15511," 3",491900300100000250023," ",5,2
15512," 3",491900300100002230191," ",1,1
15513," 3",491900300100001490127," ",1,1
15514," 3",491900300100001040087," ",1,1
15515," 3",491900300100000400035," ",1,1
15516," 3",491900300100001930165," ",1,1
15517," 3",491900300100000890072," ",1,1
15518," 3",491900300100002380204," ",1,1
15519," 3",491900300100001190103," ",1,1
15520," 3",491900300100000100009," ",1,1
15521," 3",491900300100001348001," ",1,1
15522," 3",491900300100002080177," ",1,1
15523," 3",491802800000000340035," ",1,1
15524," 3",491802800000000500051," ",1,1
15525," 3",491802800000000660067," ",1,1
15526," 3",491802800000000180019," ",1,1
15527," 3",491802800000000340036," ",1,1
15528," 3",491802800000000028001," ",1,1
15529," 3",491801600000000920087," ",1,1
15530," 3",491801600000000600057," ",1,1
15531," 3",491801600000000760071," ",1,1
15532," 3",491801600000000440041," ",1,1
15533," 3",491801600000000120011," ",1,1
15534," 3",491801600000000130012," ",5,1
15535," 3",491701700100001090108," ",1,1
15536," 3",491701700100001890187," ",1,1
15537," 3",491701700100000090009," ",1,1
15538," 3",491701700100003290324," ",1,1
15539," 3",491701700100002490247," ",1,1
15540," 3",491701700100001690167," ",1,1
15541," 3",491701700100000690068," ",1,1
15542," 3",491701700100000400040," ",1,1
15543," 3",491701700100000200020," ",1,1
15544," 3",491701700100002890286," ",1,2
15545," 3",491701700100002290227," ",1,1
15546," 3",491701700100003090306," ",1,1
15547," 3",491701700100001490147," ",1,1
15548," 3",491701700100000290029," ",1,1
15549," 3",491701700100001298001," ",1,1
15550," 3",491700400100002740239," ",1,1
15551," 3",491700400100000140011," ",1,1
15552," 3",491700400100001540126," ",1,1
15553," 3",491700400100000740060," ",1,1
15554," 3",491700400100000300023," ",1,1
15555," 3",491700400100001940162," ",1,1
15556," 3",491700400100002340199," ",1,1
15557," 3",491700400100002940259," ",1,1
15558," 3",491700400100000940077," ",1,1
15559," 3",491700400100002348001," ",1,1
15560," 3",491700400100000340026," ",1,1
15561," 3",491700400100000500041," ",1,1
15562," 3",491000200200003870380," ",1,1
15563," 3",491000200200001590148," ",1,1
15564," 3",491000200200001030092," ",1,1
15565," 3",491000200200000280023," ",1,1
15566," 3",491000200200001220109," ",1,1
15567," 3",491000200200003870381," ",1,1
15568," 3",491000200200002168001," ",1,1
15569," 3",491000200200002920274," ",1,1
15570," 3",491000200200003680358," ",1,1
15571," 3",491000200200003490335," ",1,1
15572," 3",491000200200001970189," ",1,1
15573," 3",491000200200000470043," ",1,1
15574," 3",491000200200002540239," ",1,1
15575," 3",491000200200003870379," ",1,1
15576," 3",491000200200000460042," ",1,1
15577," 3",491000200200002350221," ",1,1
15578," 3",491000200200003300315," ",1,1
15579," 3",491000200200003110293," ",1,1
15580," 3",491000200200000840075," ",1,1
15581," 3",491000200200001410127," ",1,1
15582," 3",491000200200001780169," ",1,1
15583," 3",490902500100001440162," ",1,1
15584," 3",490902500100000180019," ",1,1
15585," 3",490902500100000600067," ",1,1
15586," 3",490902500100001580176," ",5,1
15587," 3",490902500100001860207," ",1,1
15588," 3",490902500100002000223," ",1,1
15589," 3",490902500100000320032," ",1,1
15590," 3",490902500100000460050," ",5,1
15591," 3",490902500100001020110," ",1,1
15592," 3",490902500100000250025," ",5,1
15593," 3",490902500100000110012," ",2,1
15594," 3",490902500100000740085," ",1,1
15595," 3",490902500100000460051," ",5,1
15596," 3",490902500100000880097," ",1,1
15597," 3",490902500100001160132," ",5,1
15598," 3",490902500100001300145," ",5,1
15599," 3",490801500300201890179," ",1,1
15600," 3",490801500300200240024," ",1,1
15601," 3",490801500300201290119," ",1,1
15602," 3",490801500300201590149," ",1,1
15603," 3",490801500300200120012," ",1,1
15604," 3",490801500300200990091," ",1,1
15605," 3",490801500300201440134," ",1,1
15606," 3",490801500300202190209," ",1,1
15607," 3",490801500300201740164," ",1,1
15608," 3",490801500300200690062," ",1,1
15609," 3",490801500300201140104," ",1,1
15610," 3",490801500300200090009," ",1,1
15611," 3",490801500300202340223," ",1,1
15612," 3",490801500300202040194," ",1,1
15613," 3",490800200200000070007," ",1,1
15614," 3",490800200200000870086," ",1,2
15615," 3",490800200200001030102," ",5,1
15616," 3",490800200200000710070," ",1,1
15617," 3",490800200200001190118," ",1,1
15618," 3",490800200200000390039," ",1,1
15619," 3",490800200200000550054," ",1,1
15620," 3",490800200200000230022," ",1,1
15621," 3",490800200200001510149," ",1,2
15622," 3",490800200200001350134," ",1,2
15623," 3",490700500100002520245," ",1,1
15624," 3",490700500100001520148," ",1,1
15625," 3",490700500100002120205," ",1,1
15626," 3",490700500100002720265," ",1,1
15627," 3",490700500100000928001," ",1,1
15628," 3",490700500100000120012," ",1,1
15629," 3",490700500100000520051," ",1,1
15630," 3",490700500100000250025," ",1,1
15631," 3",490700500100001128002," ",1,1
15632," 3",490700500100003120302," ",5,1
15633," 3",490700500100001720167," ",5,1
15634," 3",490700500100000720071," ",1,1
15635," 3",490700500100000320032,2,1,1
15636," 3",490700500100002920282," ",1,1
15637," 3",490700500100001920186," ",5,1
15638," 3",490700500100002320225," ",1,1
15639," 3",490504600000003020282," ",2,1
15640," 3",490504600000000188001," ",1,1
15641," 3",490504600000001220111," ",1,1
15642," 3",490504600000002620243," ",1,1
15643," 3",490504600000000220021," ",1,1
15644," 3",490504600000000620056," ",5,1
15645," 3",490504600000003220302," ",5,1
15646," 3",490504600000000820075," ",1,1
15647," 3",490504600000001620146," ",5,1
15648," 3",490504600000001020093," ",1,1
15649," 3",490504600000001820166," ",5,1
15650," 3",490504600000002020185," ",5,1
15651," 3",490504600000002220205," ",1,1
15652," 3",490504600000000420038," ",2,1
15653," 3",490504600000002820262," ",1,1
15654," 3",490504600000003420322," ",5,1
15655," 3",490504600000001420128," ",1,1
15656," 3",490402000200002610242," ",1,1
15657," 3",490402000200002470230," ",1,1
15658," 3",490402000200002750256," ",1,1
15659," 3",490402000200000170016," ",1,1
15660," 3",490402000200002330217," ",1,1
15661," 3",490402000200001070097," ",1,1
15662," 3",490402000200000310030," ",1,1
15663," 3",490402000200000930083," ",1,1
15664," 3",490402000200002050190," ",1,1
15665," 3",490402000200000090008," ",1,1
15666," 3",490402000200000030002," ",5,1
15667," 3",490402000200001770164," ",1,1
15668," 3",490402000200001210111," ",1,1
15669," 3",490402000200000370036," ",1,1
15670," 3",490402000200000230022," ",1,1
15671," 3",490402000200000510047," ",1,1
15672," 3",490402000200002190204," ",1,1
15673," 3",490402000200001630151," ",1,1
15674," 3",490400600100001070101," ",1,1
15675," 3",490400600100000870081," ",1,1
15676," 3",490400600100000670063," ",1,1
15677," 3",490400600100001470141," ",1,1
15678," 3",490400600100002470238," ",1,1
15679," 3",490400600100002270219," ",1,1
15680," 3",490400600100000470045," ",1,1
15681," 3",490400600100000390037," ",1,1
15682," 3",490400600100001870179," ",5,1
15683," 3",490400600100001670160," ",1,1
15684," 3",490400600100000070006," ",1,1
15685," 3",490400600100002070199," ",1,1
15686," 3",490400600100001270121," ",1,1
15687," 3",490200900200000860084," ",1,1
15688," 3",490200900200001760172," ",5,1
15689," 3",490200900200001460142," ",1,1
15690," 3",490200900200002810275," ",1,1
15691," 3",490200900200001160112," ",1,1
15692," 3",490200900200000410040," ",1,1
15693," 3",490200900200001910187," ",1,1
15694," 3",490200900200003710357," ",1,1
15695," 3",490200900200000710069," ",1,1
15696," 3",490200900200001610157," ",1,1
15697," 3",490200900200000260026," ",1,1
15698," 3",490200900200002210216," ",1,1
15699," 3",490200900200000560054," ",1,1
15700," 3",490200900200001010098," ",5,1
15701," 3",490200900200002660260," ",1,1
15702," 3",490200900200003260314," ",1,1
15703," 3",490200900200003560343," ",1,1
15704," 3",490200900200000370036," ",1,1
15705," 3",490200900200001310127," ",1,1
15706," 3",490200900200003110302," ",1,1
15707," 3",490200900200000110011," ",1,1
15708," 3",490200900200003410329," ",1,1
15709," 3",490200900200002060201," ",1,1
15710," 3",490200900200002510246," ",1,1
15711," 3",490200900200002360231," ",1,1
15712," 3",490103400000002430220," ",1,1
15713," 3",490103400000002230202," ",1,1
15714," 3",490103400000001430130," ",1,1
15715," 3",490103400000000170017," ",1,1
15716," 3",490103400000000830079," ",1,1
15717," 3",490103400000000230022," ",1,1
15718," 3",490103400000000030003," ",1,1
15719," 3",490103400000001230112," ",1,1
15720," 3",490103400000002630239," ",1,1
15721," 3",490103400000000370036," ",1,1
15722," 3",490103400000001830166," ",5,1
15723," 3",490103400000002030184," ",1,1
15724," 3",490103400000000430042," ",1,1
15725," 3",142300400400201278002," ",1,1
15726," 3",142300400400201090180," ",1,1
15727," 3",142300400400201450140," ",1,1
15728," 3",142300400400201638003," ",1,1
15729," 3",142300400400200150014," ",1,1
15730," 3",142300400400200380037," ",1,1
15731," 3",142300400400200320031," ",1,1
15732," 3",142300400400201810172," ",1,1
15733," 3",142300400400200918001," ",1,1
15734," 3",142300400400200560052," ",1,1
15735," 3",142201500300200820085," ",1,1
15736," 3",142201500300200290029," ",1,1
15737," 3",142201500300200150015," ",1,2
15738," 3",142201500300200680071," ",1,1
15739," 3",142201500300201380134," ",1,1
15740," 3",142201500300200960097," ",1,1
15741," 3",142201500300201520147," ",1,1
15742," 3",142201500300201800178," ",1,1
15743," 3",142201500300201660164," ",1,1
15744," 3",142201500300200010001," ",1,2
15745," 3",142201500300201240120," ",1,1
15746," 3",142201500300202220224," ",1,1
15747," 3",142201500300200548001," ",1,1
15748," 3",142201500300200260027," ",1,1
15749," 3",142201500300201100108," ",1,1
15750," 3",142201500300200120012," ",1,1
15751," 3",142004103001200678003," ",1,1
15752," 3",142004103001200250025," ",1,1
15753," 3",142004103001200430043," ",1,1
15754," 3",142004103001200438001," ",1,1
15755," 3",142004103001200130013," ",1,1
15756," 3",142004103001200078002," ",1,1
15757," 3",142004103001201210110," ",1,1
15758," 3",142004103001200310031," ",1,1
15759," 3",142004101700201048004," ",1,1
15760," 3",142004101700200620077," ",1,1
15761," 3",142004101700201738003," ",1,1
15762," 3",142004101700200030002," ",1,1
15763," 3",142004101700201738002," ",1,1
15764," 3",142004101700201460173," ",1,1
15765," 3",142004101700200360043," ",1,1
15766," 3",142004101700200280037," ",1,1
15767," 3",142004101700200280036," ",1,1
15768," 3",142004101700200760094," ",1,1
15769," 3",142004101700201738001," ",1,1
15770," 3",142004101700200110008," ",1,1
15771," 3",142000708703600928008," ",1,1
15772," 3",142000708703600020002,2,1,1
15773," 3",142000708703602008003," ",1,1
15774," 3",142000708703606860328," ",1,1
15775," 3",142000708703607058002," ",1,1
15776," 3",142000708703606688011," ",1,1
15777," 3",142000708703607418009," ",1,1
15778," 3",142000708703603080144," ",1,1
15779," 3",142000708703604168010," ",1,1
15780," 3",142000708703604340205," ",1,1
15781," 3",142000708703601108006," ",1,1
15782," 3",142000708703605060245," ",1,1
15783," 3",142000708703600560036," ",1,1
15784," 3",142000708703600748007," ",1,1
15785," 3",142000708703600380026," ",1,1
15786," 3",142000708703601648005," ",1,1
15787," 3",142000708703604520218," ",1,1
15788," 3",142000708703602720130," ",1,1
15789," 3",142000708703602180110," ",1,1
15790," 3",142000708703607230343," ",1,1
15791," 3",142000708703601828004," ",1,1
15792," 3",142000708703601280065," ",1,1
15793," 3",142000708703600030003," ",1,1
15794," 3",142000708703600200016," ",1,1
15795," 3",142000708703605608001," ",1,1
15796," 3",142000708703603440165," ",1,1
15797," 3",142000700400002278004," ",1,1
15798," 3",142000700400001130055," ",1,1
15799," 3",142000700400000560019," ",1,1
15800," 3",142000700400000308001," ",1,1
15801," 3",142000700400003038005," ",1,1
15802," 3",142000700400003790185," ",1,1
15803," 3",142000700400003228010," ",1,1
15804," 3",142000700400001708002," ",1,1
15805," 3",142000700400003418008," ",1,1
15806," 3",142000700400000378009," ",1,1
15807," 3",142000700400003608007," ",1,1
15808," 3",142000700400003988006," ",1,1
15809," 3",142000700400002468011," ",1,1
15810," 3",142000700400000948003," ",1,1
15811," 3",142000700400001898012," ",1,1
15812," 3",142000600100000860080," ",1,1
15813," 3",142000600100000560052," ",1,1
15814," 3",142000600100000110011," ",1,1
15815," 3",142000600100000260025," ",1,1
15816," 3",142000600100000228001," ",1,1
15817," 3",142000600100000070007," ",1,1
15818," 3",141903400200004110396," ",1,1
15819," 3",141903400200000880082," ",1,1
15820," 3",141903400200000690063," ",1,1
15821," 3",141903400200001640155," ",1,1
15822," 3",141903400200002978002," ",1,1
15823," 3",141903400200000500044," ",1,1
15824," 3",141903400200001450137," ",1,1
15825," 3",141903400200000320026," ",1,1
15826," 3",141903400200002210209," ",1,1
15827," 3",141903400200004308001," ",1,1
15828," 3",141903400200003350322," ",5,1
15829," 3",141903400200003730359," ",5,1
15830," 3",141903400200002590247," ",1,1
15831," 3",141903400200001070100," ",1,1
15832," 3",141903400200003920377," ",1,1
15833," 3",141903400200003540340," ",5,1
15834," 3",141903400200002020191," ",1,1
15835," 3",141903400200003160303," ",1,1
15836," 3",141903400200000130011," ",1,1
15837," 3",141903400200001260119," ",4,1
15838," 3",141601600600300830076," ",1,1
15839," 3",141601600600300650063," ",1,1
15840," 3",141601600600301550141," ",1,1
15841," 3",141601600600302450228," ",1,1
15842," 3",141601600600300110009," ",1,1
15843," 3",141601600600302810263," ",1,1
15844," 3",141601600600300290027," ",1,1
15845," 3",141601600600300330031," ",1,1
15846," 3",141601600600301370123," ",1,1
15847," 3",141601600600302270211," ",1,1
15848," 3",141601600600300470045," ",1,1
15849," 3",141601600600301010092," ",1,1
15850," 3",141601600600301730159," ",1,1
15851," 3",141601600600300150013," ",1,1
15852," 3",141601600600301910177," ",1,1
15853," 3",141601600600302630246," ",1,1
15854," 3",141302400800102020192," ",5,2
15855," 3",141302400800102590249," ",2,2
15856," 3",141302400800101450135," ",4,2
15857," 3",141302400800100690060," ",1,1
15858," 3",141302400800101070098," ",5,2
15859," 3",141302400800100310029," ",1,2
15860," 3",141302400800100880079," ",1,2
15861," 3",141302400800102780266," ",1,1
15862," 3",141302400800100070007," ",1,2
15863," 3",141302400800101830173," ",5,1
15864," 3",141302400800100260024," ",5,1
15865," 3",141302400800100450043," ",1,1
15866," 3",141302400800102970281," ",2,1
15867," 3",141201100900502950282," ",1,1
15868," 3",141201100900501058001," ",1,1
15869," 3",141201100900503140302," ",1,1
15870," 3",141201100900500670057," ",1,1
15871," 3",141201100900502000189," ",5,1
15872," 3",141201100900500100009," ",1,1
15873," 3",141201100900502190204," ",1,1
15874," 3",141201100900500860076," ",1,1
15875," 3",141201100900502760266," ",1,1
15876," 3",141201100900502380223," ",5,1
15877," 3",141201100900500450038," ",1,1
15878," 3",141201100900501240111," ",1,1
15879," 3",141201100900501058002," ",1,1
15880," 3",141201100900501810166," ",5,2
15881," 3",141201100900502570246," ",1,1
15882," 3",141200600500300680068," ",1,1
15883," 3",141200600500302640260," ",1,1
15884," 3",141200600500300120012," ",1,1
15885," 3",141200600500301100110," ",1,1
15886," 3",141200600500301660166," ",1,1
15887," 3",141200600500301800179," ",1,1
15888," 3",141200600500300260026," ",1,1
15889," 3",141200600500302780273," ",1,1
15890," 3",141200600500302360232," ",1,1
15891," 3",141200600500300960096," ",1,1
15892," 3",141200600500301520152," ",1,1
15893," 3",141200600500301940193," ",5,1
15894," 3",141200600500302920287," ",1,1
15895," 3",141200600500300400040," ",1,1
15896," 3",141200600500301380138," ",5,1
15897," 3",141200600500300820082," ",1,1
